"","cod","year","munic","dep","pop","region","irca","Municipio","income","ingpercap"
"1","05001",2007,"Medellín","Antioquia",2265244,"Eje cafetero",2.264638,"MEDELLÍN",2098567.78,0.926420191378942
"2","05001",2008,"Medellín","Antioquia",2291378,"Eje cafetero",1.79392,"MEDELLÍN",2531655.115,1.10486140436017
"3","05001",2009,"Medellín","Antioquia",2317336,"Eje cafetero",1.343664,"MEDELLÍN",2633710.498,1.13652508656492
"4","05001",2010,"Medellín","Antioquia",2343049,"Eje cafetero",1.444044,"MEDELLÍN",2972608.088,1.26869224160485
"5","05001",2011,"Medellín","Antioquia",2368282,"Eje cafetero",1.946346,"MEDELLÍN",3048820.389,1.28735530186017
"6","05001",2012,"Medellín","Antioquia",2393011,"Eje cafetero",0.388947,"MEDELLÍN",3254946.076,1.36018851396839
"7","05001",2013,"Medellín","Antioquia",2417325,"Eje cafetero",0,"MEDELLÍN",3765280.165,1.55762264693411
"8","05001",2014,"Medellín","Antioquia",2441123,"Eje cafetero",1.80628,"MEDELLÍN",5347402.036,2.19055001980646
"9","05001",2015,"Medellín","Antioquia",2464322,"Eje cafetero",1.424792,"MEDELLÍN",4174454.5,1.6939565933348
"10","05001",2016,"Medellín","Antioquia",2486723,"Eje cafetero",2.427559,"MEDELLÍN",4258810.791,1.71261969708729
"11","05002",2007,"Abejorral","Antioquia",20022,"Eje cafetero",6.412424,"ABEJORRAL",7765.425,0.387844620916991
"12","05002",2008,"Abejorral","Antioquia",19930,"Eje cafetero",0,"ABEJORRAL",7936.437,0.398215604616157
"13","05002",2009,"Abejorral","Antioquia",19853,"Eje cafetero",1.604117,"ABEJORRAL",8193.647,0.412715811212411
"14","05002",2010,"Abejorral","Antioquia",19750,"Eje cafetero",25.195333,"ABEJORRAL",9205.122,0.466082126582278
"15","05002",2011,"Abejorral","Antioquia",19672,"Eje cafetero",16.221584,"ABEJORRAL",12378.802,0.629259963399756
"16","05002",2012,"Abejorral","Antioquia",19570,"Eje cafetero",1.15,"ABEJORRAL",12738.984,0.650944506898314
"17","05002",2013,"Abejorral","Antioquia",19478,"Eje cafetero",1.981034,"ABEJORRAL",18232.104,0.936035732621419
"18","05002",2014,"Abejorral","Antioquia",19382,"Eje cafetero",0.997608,"ABEJORRAL",17245.575,0.889772727272727
"19","05002",2015,"Abejorral","Antioquia",19290,"Eje cafetero",0.79159,"ABEJORRAL",19391.412109375,1.00525723739632
"20","05002",2016,"Abejorral","Antioquia",19195,"Eje cafetero",0.365094,"ABEJORRAL",20655.803,1.07610330815316
"21","05004",2007,"Abriaquí","Antioquia",2570,"Eje cafetero",15.20875,"ABRIAQUÍ",2711.919,1.05522140077821
"22","05004",2008,"Abriaquí","Antioquia",2504,"Eje cafetero",5.109,"ABRIAQUÍ",2476.313,0.988942891373802
"23","05004",2009,"Abriaquí","Antioquia",2458,"Eje cafetero",1.548,"ABRIAQUÍ",2992.012,1.21725467860049
"24","05004",2010,"Abriaquí","Antioquia",2397,"Eje cafetero",16.520204,"ABRIAQUÍ",2904.217,1.21160492282019
"25","05004",2011,"Abriaquí","Antioquia",2336,"Eje cafetero",19.353877,"ABRIAQUÍ",2970.954049,1.27181252097603
"26","05004",2012,"Abriaquí","Antioquia",2290,"Eje cafetero",7.17,"ABRIAQUÍ",2971.691672,1.29768195283843
"27","05004",2013,"Abriaquí","Antioquia",2231,"Eje cafetero",5.773214,"ABRIAQUÍ",3603.38662,1.6151441595697
"28","05004",2014,"Abriaquí","Antioquia",2175,"Eje cafetero",6.141578,"ABRIAQUÍ",5200.858471,2.39119929701149
"29","05004",2015,"Abriaquí","Antioquia",2128,"Eje cafetero",4.630416,"ABRIAQUÍ",5123.93017578125,2.40786192470923
"30","05004",2016,"Abriaquí","Antioquia",2075,"Eje cafetero",10.629473,"ABRIAQUÍ",5530.205,2.66515903614458
"31","05021",2007,"Alejandría","Antioquia",3747,"Eje cafetero",13.822777,"ALEJANDRÍA",6793.542,1.81306164931946
"32","05021",2008,"Alejandría","Antioquia",3724,"Eje cafetero",4.413636,"ALEJANDRÍA",4544.863,1.22042508055854
"33","05021",2009,"Alejandría","Antioquia",3688,"Eje cafetero",2.026956,"ALEJANDRÍA",5219.183,1.41517977223427
"34","05021",2010,"Alejandría","Antioquia",3652,"Eje cafetero",2.940882,"ALEJANDRÍA",4841.04,1.32558598028478
"35","05021",2011,"Alejandría","Antioquia",3618,"Eje cafetero",3.875555,"ALEJANDRÍA",6971.411,1.92686871199558
"36","05021",2012,"Alejandría","Antioquia",3575,"Eje cafetero",19.065555,"ALEJANDRÍA",5522.611,1.54478629370629
"37","05021",2013,"Alejandría","Antioquia",3550,"Eje cafetero",9.128518,"ALEJANDRÍA",8009.79,2.25627887323944
"38","05021",2014,"Alejandría","Antioquia",3502,"Eje cafetero",8.948636,"ALEJANDRÍA",9154.247,2.61400542547116
"39","05021",2015,"Alejandría","Antioquia",3466,"Eje cafetero",0,"ALEJANDRÍA",12935.7001953125,3.73216970436021
"40","05021",2016,"Alejandría","Antioquia",3435,"Eje cafetero",2.722692,"ALEJANDRÍA",8410.944,2.44860087336245
"41","05030",2007,"Amagá","Antioquia",27709,"Eje cafetero",3.556818,"AMAGÁ",11301.504,0.407864015301887
"42","05030",2008,"Amagá","Antioquia",27950,"Eje cafetero",0,"AMAGÁ",10193.233,0.364695277280859
"43","05030",2009,"Amagá","Antioquia",28192,"Eje cafetero",0,"AMAGÁ",11334.663,0.40205246169126
"44","05030",2010,"Amagá","Antioquia",28433,"Eje cafetero",35.720377,"AMAGÁ",11312.21,0.397854957267963
"45","05030",2011,"Amagá","Antioquia",28664,"Eje cafetero",42.082987,"AMAGÁ",11698.836,0.408136896455484
"46","05030",2012,"Amagá","Antioquia",28897,"Eje cafetero",4.314444,"AMAGÁ",13768.779,0.476477800463716
"47","05030",2013,"Amagá","Antioquia",29117,"Eje cafetero",1.577931,"AMAGÁ",18958.837,0.651126043205
"48","05030",2014,"Amagá","Antioquia",29339,"Eje cafetero",0,"AMAGÁ",20408.137,0.695597566379222
"49","05030",2015,"Amagá","Antioquia",29555,"Eje cafetero",4.023846,"AMAGÁ",22552.833984375,0.763080155113348
"50","05030",2016,"Amagá","Antioquia",29770,"Eje cafetero",0.106666,"AMAGÁ",22872.286,0.768299832045684
"51","05031",2007,"Amalfi","Antioquia",20826,"Eje cafetero",2.213529,"AMALFI",17772.088,0.853360606933641
"52","05031",2008,"Amalfi","Antioquia",20985,"Eje cafetero",0,"AMALFI",15257.327,0.727058708601382
"53","05031",2009,"Amalfi","Antioquia",21138,"Eje cafetero",0.737551,"AMALFI",17377.289,0.822087662030466
"54","05031",2010,"Amalfi","Antioquia",21295,"Eje cafetero",1.065147,"AMALFI",15115.16,0.709798544259216
"55","05031",2011,"Amalfi","Antioquia",21449,"Eje cafetero",0,"AMALFI",18167.31,0.847000326355541
"56","05031",2012,"Amalfi","Antioquia",21615,"Eje cafetero",0,"AMALFI",18097.521,0.837266759195003
"57","05031",2013,"Amalfi","Antioquia",21768,"Eje cafetero",4.239655,"AMALFI",28063.252,1.28919753766997
"58","05031",2014,"Amalfi","Antioquia",21932,"Eje cafetero",0,"AMALFI",30403.579537,1.38626570932883
"59","05031",2015,"Amalfi","Antioquia",22088,"Eje cafetero",1.124827,"AMALFI",28754.642578125,1.30182192041493
"60","05031",2016,"Amalfi","Antioquia",22253,"Eje cafetero",0.058412,"AMALFI",30442.624572,1.36802339334022
"61","05034",2007,"Andes","Antioquia",42428,"Eje cafetero",2.273636,"ANDES",18645.63,0.439465211652682
"62","05034",2008,"Andes","Antioquia",42852,"Eje cafetero",0.70909,"ANDES",16203.434,0.378125501726874
"63","05034",2009,"Andes","Antioquia",43290,"Eje cafetero",2.585769,"ANDES",19764.757,0.456566343266343
"64","05034",2010,"Andes","Antioquia",43715,"Eje cafetero",20.155681,"ANDES",23569.842,0.53917058218003
"65","05034",2011,"Andes","Antioquia",44149,"Eje cafetero",22.667906,"ANDES",22016.606,0.498688667919998
"66","05034",2012,"Andes","Antioquia",44573,"Eje cafetero",4.28625,"ANDES",26059.768798,0.584653687164876
"67","05034",2013,"Andes","Antioquia",44994,"Eje cafetero",4.146666,"ANDES",36675.432,0.815118282437658
"68","05034",2014,"Andes","Antioquia",45417,"Eje cafetero",11.1828,"ANDES",37082.383,0.816486844133254
"69","05034",2015,"Andes","Antioquia",45814,"Eje cafetero",4.8,"ANDES",36153.8515625,0.789144182182302
"70","05034",2016,"Andes","Antioquia",46221,"Eje cafetero",1.697714,"ANDES",38805.877658,0.839572438026005
"71","05036",2007,"Angelópolis","Antioquia",7894,"Eje cafetero",15.7,"ANGELÓPOLIS",3033.039,0.384220800608057
"72","05036",2008,"Angelópolis","Antioquia",8034,"Eje cafetero",2.15,"ANGELÓPOLIS",3603.862,0.448576300721932
"73","05036",2009,"Angelópolis","Antioquia",8151,"Eje cafetero",1.185652,"ANGELÓPOLIS",6221.732,0.763309041835358
"74","05036",2010,"Angelópolis","Antioquia",8287,"Eje cafetero",16.537906,"ANGELÓPOLIS",4296.841,0.518503801134307
"75","05036",2011,"Angelópolis","Antioquia",8415,"Eje cafetero",60.121184,"ANGELÓPOLIS",6322.209,0.751302317290553
"76","05036",2012,"Angelópolis","Antioquia",8551,"Eje cafetero",32.672307,"ANGELÓPOLIS",4866.894,0.569160799906444
"77","05036",2013,"Angelópolis","Antioquia",8680,"Eje cafetero",4.488461,"ANGELÓPOLIS",6631.518,0.763999769585254
"78","05036",2014,"Angelópolis","Antioquia",8806,"Eje cafetero",0.879545,"ANGELÓPOLIS",7017.52,0.79690211219623
"79","05036",2015,"Angelópolis","Antioquia",8946,"Eje cafetero",0,"ANGELÓPOLIS",7252.83203125,0.810734633495417
"80","05036",2016,"Angelópolis","Antioquia",9082,"Eje cafetero",0.8,"ANGELÓPOLIS",6708.111008,0.738616054613521
"81","05038",2007,"Angostura","Antioquia",12294,"Eje cafetero",2.9935,"ANGOSTURA",8054.15628,0.655129028794534
"82","05038",2008,"Angostura","Antioquia",12175,"Eje cafetero",17.108,"ANGOSTURA",8118.735,0.666836550308008
"83","05038",2009,"Angostura","Antioquia",12046,"Eje cafetero",6.630909,"ANGOSTURA",9539.95,0.791959986717583
"84","05038",2010,"Angostura","Antioquia",11930,"Eje cafetero",1.555384,"ANGOSTURA",10565.549,0.885628583403185
"85","05038",2011,"Angostura","Antioquia",11811,"Eje cafetero",0,"ANGOSTURA",11961.324,1.01272745745491
"86","05038",2012,"Angostura","Antioquia",11695,"Eje cafetero",2.3,"ANGOSTURA",9591.389,0.820127319367251
"87","05038",2013,"Angostura","Antioquia",11579,"Eje cafetero",3.020769,"ANGOSTURA",12771.673,1.10300310907678
"88","05038",2014,"Angostura","Antioquia",11464,"Eje cafetero",0.882,"ANGOSTURA",14619.77,1.27527651779484
"89","05038",2015,"Angostura","Antioquia",11354,"Eje cafetero",0.851379,"ANGOSTURA",13960.4248046875,1.22956004973468
"90","05038",2016,"Angostura","Antioquia",11240,"Eje cafetero",0.082812,"ANGOSTURA",14326.156885,1.27456911788256
"91","05040",2007,"Anorí","Antioquia",15407,"Eje cafetero",0,"ANORÍ",8895.83,0.577388849224378
"92","05040",2008,"Anorí","Antioquia",15605,"Eje cafetero",2.727,"ANORÍ",13626.348,0.87320397308555
"93","05040",2009,"Anorí","Antioquia",15812,"Eje cafetero",2.8248,"ANORÍ",12051.772,0.762191500126486
"94","05040",2010,"Anorí","Antioquia",16025,"Eje cafetero",1.583548,"ANORÍ",16233.97,1.01304024960998
"95","05040",2011,"Anorí","Antioquia",16237,"Eje cafetero",7.355,"ANORÍ",16889.002,1.04015532425941
"96","05040",2012,"Anorí","Antioquia",16447,"Eje cafetero",1.201666,"ANORÍ",14918.983,0.907094485316471
"97","05040",2013,"Anorí","Antioquia",16658,"Eje cafetero",5.676818,"ANORÍ",16130.432,0.968329451314684
"98","05040",2014,"Anorí","Antioquia",16870,"Eje cafetero",4.912173,"ANORÍ",19838.869,1.17598512151749
"99","05040",2015,"Anorí","Antioquia",17086,"Eje cafetero",1.8576,"ANORÍ",22878.890625,1.33904311278239
"100","05040",2016,"Anorí","Antioquia",17304,"Eje cafetero",1.1776,"ANORÍ",21522.537,1.24378970180305
"101","05042",2007,"Santafé De Antioquia","Antioquia",23190,"Eje cafetero",0,"SANTAFÉ DE ANTIOQUIA",16388.395,0.706700948684778
"102","05042",2008,"Santafé De Antioquia","Antioquia",23354,"Eje cafetero",0.391111,"SANTAFÉ DE ANTIOQUIA",11995.52,0.513638777083155
"103","05042",2009,"Santafé De Antioquia","Antioquia",23522,"Eje cafetero",2.72923,"SANTAFÉ DE ANTIOQUIA",12392.723,0.526856687356517
"104","05042",2010,"Santafé De Antioquia","Antioquia",23688,"Eje cafetero",1.935,"SANTAFÉ DE ANTIOQUIA",15714.855,0.663409954407295
"105","05042",2011,"Santafé De Antioquia","Antioquia",23858,"Eje cafetero",0.653333,"SANTAFÉ DE ANTIOQUIA",14780.487,0.619519113085757
"106","05042",2012,"Santafé De Antioquia","Antioquia",24025,"Eje cafetero",0,"SANTAFÉ DE ANTIOQUIA",20088.307,0.836141810613944
"107","05042",2013,"Santafé De Antioquia","Antioquia",24202,"Eje cafetero",0,"SANTAFÉ DE ANTIOQUIA",38289.17,1.58206635815222
"108","05042",2014,"Santafé De Antioquia","Antioquia",24369,"Eje cafetero",0.879545,"SANTAFÉ DE ANTIOQUIA",41948.67,1.72139480487505
"109","05042",2015,"Santafé De Antioquia","Antioquia",24549,"Eje cafetero",4,"SANTAFÉ DE ANTIOQUIA",39673.65625,1.61610070674977
"110","05042",2016,"Santafé De Antioquia","Antioquia",24724,"Eje cafetero",0,"SANTAFÉ DE ANTIOQUIA",35229.624,1.42491603300437
"111","05044",2007,"Anza","Antioquia",7451,"Eje cafetero",0.294444,"ANZA",6282.212,0.843136760166421
"112","05044",2008,"Anza","Antioquia",7468,"Eje cafetero",2.2725,"ANZA",4975.776,0.666279592929834
"113","05044",2009,"Anza","Antioquia",7484,"Eje cafetero",0,"ANZA",5307.579,0.709190138963121
"114","05044",2010,"Anza","Antioquia",7500,"Eje cafetero",35.529818,"ANZA",5013.13,0.668417333333333
"115","05044",2011,"Anza","Antioquia",7515,"Eje cafetero",0,"ANZA",5709.205,0.759707917498337
"116","05044",2012,"Anza","Antioquia",7529,"Eje cafetero",0.8825,"ANZA",7159.089,0.950868508434055
"117","05044",2013,"Anza","Antioquia",7543,"Eje cafetero",4.015,"ANZA",8338.572,1.10547156303858
"118","05044",2014,"Anza","Antioquia",7556,"Eje cafetero",0.9675,"ANZA",10387.023,1.37467218104817
"119","05044",2015,"Anza","Antioquia",7568,"Eje cafetero",0.879545,"ANZA",8655.8349609375,1.14374140604354
"120","05044",2016,"Anza","Antioquia",7580,"Eje cafetero",0,"ANZA",11109.378459,1.46561721094987
"121","05045",2007,"Apartadó","Antioquia",139913,"Eje cafetero",2.003134,"APARTADÓ",37259.885,0.266307526820238
"122","05045",2008,"Apartadó","Antioquia",144283,"Eje cafetero",0,"APARTADÓ",40638.83,0.281660555990657
"123","05045",2009,"Apartadó","Antioquia",148745,"Eje cafetero",0.072577,"APARTADÓ",46539.431,0.312880641366096
"124","05045",2010,"Apartadó","Antioquia",153319,"Eje cafetero",0,"APARTADÓ",81995.088,0.534800566139878
"125","05045",2011,"Apartadó","Antioquia",158059,"Eje cafetero",0.319834,"APARTADÓ",95657.038,0.605198299369223
"126","05045",2012,"Apartadó","Antioquia",162914,"Eje cafetero",0,"APARTADÓ",103507.505,0.63535058374357
"127","05045",2013,"Apartadó","Antioquia",167895,"Eje cafetero",6.747517,"APARTADÓ",141477.483,0.842654534083802
"128","05045",2014,"Apartadó","Antioquia",173008,"Eje cafetero",1.680347,"APARTADÓ",136822.49,0.790844874225469
"129","05045",2015,"Apartadó","Antioquia",178257,"Eje cafetero",0,"APARTADÓ",147746.09375,0.828837542144208
"130","05045",2016,"Apartadó","Antioquia",183716,"Eje cafetero",0.23483,"APARTADÓ",160045.566,0.87115747131442
"131","05051",2007,"Arboletes","Antioquia",32493,"Eje cafetero",20.952,"ARBOLETES",14082.423,0.433398670482873
"132","05051",2008,"Arboletes","Antioquia",33385,"Eje cafetero",6.191818,"ARBOLETES",15863.491,0.475168219260147
"133","05051",2009,"Arboletes","Antioquia",34293,"Eje cafetero",9.748695,"ARBOLETES",13742.088,0.400725745779022
"134","05051",2010,"Arboletes","Antioquia",35212,"Eje cafetero",0.725483,"ARBOLETES",13976.024,0.396910825854822
"135","05051",2011,"Arboletes","Antioquia",36149,"Eje cafetero",22.638043,"ARBOLETES",13659.353,0.377862541149133
"136","05051",2012,"Arboletes","Antioquia",37124,"Eje cafetero",3.217777,"ARBOLETES",20119.522987,0.541954611221851
"137","05051",2013,"Arboletes","Antioquia",38100,"Eje cafetero",3.356896,"ARBOLETES",29678.755572,0.778969962519685
"138","05051",2014,"Arboletes","Antioquia",39113,"Eje cafetero",5.215789,"ARBOLETES",33024.032777,0.844323697415182
"139","05051",2015,"Arboletes","Antioquia",40147,"Eje cafetero",0.141538,"ARBOLETES",43261.1328125,1.07756825696814
"140","05051",2016,"Arboletes","Antioquia",41209,"Eje cafetero",0,"ARBOLETES",35684.492,0.865939285107622
"141","05055",2007,"Argelia","Antioquia",9789,"Eje cafetero",63.2325,"ARGELIA",4959.605,0.506650832567167
"142","05055",2008,"Argelia","Antioquia",9645,"Eje cafetero",90.7,"ARGELIA",4614.168,0.4784
"143","05055",2009,"Argelia","Antioquia",9513,"Eje cafetero",88,"ARGELIA",6806.974,0.715544412908651
"144","05055",2010,"Argelia","Antioquia",9382,"Eje cafetero",65.141702,"ARGELIA",6681.826,0.712196333404391
"145","05055",2011,"Argelia","Antioquia",9240,"Eje cafetero",39.567826,"ARGELIA",5178.752,0.560470995670996
"146","05055",2012,"Argelia","Antioquia",9108,"Eje cafetero",70.160833,"ARGELIA",6681.906,0.733630434782609
"147","05055",2013,"Argelia","Antioquia",8968,"Eje cafetero",84.246792,"ARGELIA",8639.26,0.963342997323818
"148","05055",2014,"Argelia","Antioquia",8837,"Eje cafetero",87.86496,"ARGELIA",9859.137,1.1156656105013
"149","05055",2015,"Argelia","Antioquia",8699,"Eje cafetero",89.17461,"ARGELIA",8938.01953125,1.02747666757673
"150","05055",2016,"Argelia","Antioquia",8578,"Eje cafetero",90.469659,"ARGELIA",9492.168,1.10657122872464
"151","05059",2007,"Armenia","Antioquia",4975,"Eje cafetero",1.604117,"ARMENIA",3828.04566,0.769456414070352
"152","05059",2008,"Armenia","Antioquia",4878,"Eje cafetero",0,"ARMENIA",3474.636,0.712307503075031
"153","05059",2009,"Armenia","Antioquia",4775,"Eje cafetero",4.232173,"ARMENIA",3859.618,0.808296963350785
"154","05059",2010,"Armenia","Antioquia",4673,"Eje cafetero",14.787333,"ARMENIA",4170.754,0.892521720522149
"155","05059",2011,"Armenia","Antioquia",4578,"Eje cafetero",30.494444,"ARMENIA",5455.054,1.19158016601136
"156","05059",2012,"Armenia","Antioquia",4484,"Eje cafetero",6.45125,"ARMENIA",4806.46,1.07191347011597
"157","05059",2013,"Armenia","Antioquia",4383,"Eje cafetero",0,"ARMENIA",5820.474,1.32796577686516
"158","05059",2014,"Armenia","Antioquia",4297,"Eje cafetero",0,"ARMENIA",6772.22,1.5760344426344
"159","05059",2015,"Armenia","Antioquia",4210,"Eje cafetero",0,"ARMENIA",6539.55517578125,1.55333852156324
"160","05059",2016,"Armenia","Antioquia",4110,"Eje cafetero",0,"ARMENIA",6627.924938,1.61263380486618
"161","05079",2007,"Barbosa","Antioquia",43901,"Eje cafetero",1.128235,"BARBOSA",18517.016,0.421790300904307
"162","05079",2008,"Barbosa","Antioquia",44650,"Eje cafetero",0,"BARBOSA",17813.749,0.398964143337066
"163","05079",2009,"Barbosa","Antioquia",45414,"Eje cafetero",0,"BARBOSA",19295.861,0.424887942044304
"164","05079",2010,"Barbosa","Antioquia",46177,"Eje cafetero",10.794848,"BARBOSA",22524.716,0.487790804946185
"165","05079",2011,"Barbosa","Antioquia",46954,"Eje cafetero",8.8988,"BARBOSA",25422.836,0.541441325552669
"166","05079",2013,"Barbosa","Antioquia",48503,"Eje cafetero",0,"BARBOSA",33336.489917,0.687307793682865
"167","05079",2014,"Barbosa","Antioquia",49274,"Eje cafetero",2.060408,"BARBOSA",45754.613275,0.928575177071072
"168","05079",2015,"Barbosa","Antioquia",50052,"Eje cafetero",1.003414,"BARBOSA",36524.76953125,0.72973646470171
"169","05079",2016,"Barbosa","Antioquia",50836,"Eje cafetero",1.521764,"BARBOSA",43243.655,0.850650228184751
"170","05086",2007,"Belmira","Antioquia",6311,"Eje cafetero",20.962352,"BELMIRA",6532.991,1.03517524956425
"171","05086",2008,"Belmira","Antioquia",6366,"Eje cafetero",3.723333,"BELMIRA",4487.468,0.704911718504555
"172","05086",2009,"Belmira","Antioquia",6420,"Eje cafetero",19.504761,"BELMIRA",4840.407,0.753957476635514
"173","05086",2010,"Belmira","Antioquia",6479,"Eje cafetero",59.150781,"BELMIRA",4959.882,0.765532026547307
"174","05086",2011,"Belmira","Antioquia",6534,"Eje cafetero",57.018095,"BELMIRA",5458.6,0.835414753596572
"175","05086",2012,"Belmira","Antioquia",6590,"Eje cafetero",10.66875,"BELMIRA",6575.236,0.997759635811836
"176","05086",2013,"Belmira","Antioquia",6645,"Eje cafetero",7.085483,"BELMIRA",8275.056,1.24530564334086
"177","05086",2014,"Belmira","Antioquia",6709,"Eje cafetero",4.762,"BELMIRA",7936.471,1.18295886123118
"178","05086",2015,"Belmira","Antioquia",6760,"Eje cafetero",0.266896,"BELMIRA",8178.02783203125,1.20976743077385
"179","05086",2016,"Belmira","Antioquia",6823,"Eje cafetero",0.938529,"BELMIRA",8185.729,1.19972578044848
"180","05088",2007,"Bello","Antioquia",388401,"Eje cafetero",0.909,"BELLO",168406.776,0.433589965010389
"181","05088",2008,"Bello","Antioquia",396665,"Eje cafetero",1.65875,"BELLO",157797.556,0.397810636179144
"182","05088",2009,"Bello","Antioquia",404895,"Eje cafetero",1.819587,"BELLO",315245.592,0.778586033416071
"183","05088",2010,"Bello","Antioquia",413186,"Eje cafetero",3.219736,"BELLO",231009.121,0.559092324038085
"184","05088",2011,"Bello","Antioquia",421576,"Eje cafetero",7.483827,"BELLO",222668.723,0.528181687287701
"185","05088",2012,"Bello","Antioquia",430034,"Eje cafetero",0.705166,"BELLO",263702.977,0.613214250501123
"186","05088",2013,"Bello","Antioquia",438577,"Eje cafetero",0.454845,"BELLO",288539.31,0.657898863825508
"187","05088",2014,"Bello","Antioquia",447185,"Eje cafetero",2.766242,"BELLO",324184.151,0.724944152867382
"188","05088",2015,"Bello","Antioquia",455865,"Eje cafetero",0.858897,"BELLO",362938.46875,0.796153397935792
"189","05088",2016,"Bello","Antioquia",464614,"Eje cafetero",0.586363,"BELLO",396797.621,0.854037159878953
"190","05091",2007,"Betania","Antioquia",10076,"Eje cafetero",0.416923,"BETANIA",2218.355,0.220162266772529
"191","05091",2008,"Betania","Antioquia",9978,"Eje cafetero",0,"BETANIA",5145.187,0.515653136901183
"192","05091",2009,"Betania","Antioquia",9881,"Eje cafetero",0.645,"BETANIA",5560.22207,0.562718557838276
"193","05091",2010,"Betania","Antioquia",9778,"Eje cafetero",17.493265,"BETANIA",7891.033,0.807019124565351
"194","05091",2011,"Betania","Antioquia",9688,"Eje cafetero",30.249589,"BETANIA",6136.494,0.633411849710983
"195","05091",2012,"Betania","Antioquia",9586,"Eje cafetero",1.1875,"BETANIA",9688.001,1.01064062174004
"196","05091",2013,"Betania","Antioquia",9487,"Eje cafetero",14.771379,"BETANIA",7355.837,0.775359650047433
"197","05091",2014,"Betania","Antioquia",9388,"Eje cafetero",3.666818,"BETANIA",9101.735,0.969507349808266
"198","05091",2015,"Betania","Antioquia",9286,"Eje cafetero",3.528461,"BETANIA",9895.6494140625,1.06565253220574
"199","05091",2016,"Betania","Antioquia",9188,"Eje cafetero",14.467142,"BETANIA",10449.898,1.13734196778407
"200","05093",2007,"Betulia","Antioquia",16895,"Eje cafetero",0.401111,"BETULIA",7506.67,0.444313110387689
"201","05093",2008,"Betulia","Antioquia",16993,"Eje cafetero",0,"BETULIA",7398.885,0.43540781498264
"202","05093",2009,"Betulia","Antioquia",17082,"Eje cafetero",0,"BETULIA",9647.697,0.56478731998595
"203","05093",2010,"Betulia","Antioquia",17164,"Eje cafetero",1.864,"BETULIA",9584.651,0.558415928687952
"204","05093",2011,"Betulia","Antioquia",17245,"Eje cafetero",0,"BETULIA",11516.095,0.667793273412583
"205","05093",2012,"Betulia","Antioquia",17317,"Eje cafetero",13.825,"BETULIA",11433.277,0.660234278454698
"206","05093",2013,"Betulia","Antioquia",17409,"Eje cafetero",1.639285,"BETULIA",16375.347,0.940625366189902
"207","05093",2014,"Betulia","Antioquia",17476,"Eje cafetero",3.926521,"BETULIA",15577.697,0.891376573586633
"208","05093",2015,"Betulia","Antioquia",17542,"Eje cafetero",0.982962,"BETULIA",17302.412109375,0.986342042490879
"209","05093",2016,"Betulia","Antioquia",17606,"Eje cafetero",3.46,"BETULIA",17322.331,0.983887935930932
"210","05101",2007,"Ciudad Bolívar","Antioquia",28051,"Eje cafetero",34.683392,"CIUDAD BOLÍVAR",11379.90774,0.405686347723789
"211","05101",2008,"Ciudad Bolívar","Antioquia",27935,"Eje cafetero",9.572352,"CIUDAD BOLÍVAR",11051.245,0.3956056917845
"212","05101",2009,"Ciudad Bolívar","Antioquia",27818,"Eje cafetero",7.514933,"CIUDAD BOLÍVAR",12592.389,0.452670537062334
"213","05101",2010,"Ciudad Bolívar","Antioquia",27699,"Eje cafetero",6.616535,"CIUDAD BOLÍVAR",12061.31921,0.435442406224051
"214","05101",2011,"Ciudad Bolívar","Antioquia",27579,"Eje cafetero",8.606226,"CIUDAD BOLÍVAR",13160.864184,0.477205996736647
"215","05101",2012,"Ciudad Bolívar","Antioquia",27458,"Eje cafetero",11.271666,"CIUDAD BOLÍVAR",16430.25066,0.598377546070362
"216","05101",2013,"Ciudad Bolívar","Antioquia",27335,"Eje cafetero",7.978444,"CIUDAD BOLÍVAR",22481.399615,0.822440081031644
"217","05101",2014,"Ciudad Bolívar","Antioquia",27210,"Eje cafetero",6.112463,"CIUDAD BOLÍVAR",24252.68347,0.891315085262771
"218","05101",2015,"Ciudad Bolívar","Antioquia",27084,"Eje cafetero",4.018961,"CIUDAD BOLÍVAR",24343.56640625,0.898817250267686
"219","05101",2016,"Ciudad Bolívar","Antioquia",26957,"Eje cafetero",5.933484,"CIUDAD BOLÍVAR",24735.669512,0.917597266461401
"220","05107",2007,"Briceño","Antioquia",8769,"Eje cafetero",21.530625,"BRICEÑO",6668.093,0.7604165811381
"221","05107",2008,"Briceño","Antioquia",8761,"Eje cafetero",1.935,"BRICEÑO",5471.447,0.624523113799795
"222","05107",2009,"Briceño","Antioquia",8753,"Eje cafetero",10.7975,"BRICEÑO",6895.51,0.787788186907346
"223","05107",2010,"Briceño","Antioquia",8745,"Eje cafetero",18.154074,"BRICEÑO",6419.702,0.734099714122356
"224","05107",2011,"Briceño","Antioquia",8737,"Eje cafetero",23.085833,"BRICEÑO",9093.962,1.04085635801763
"225","05107",2012,"Briceño","Antioquia",8728,"Eje cafetero",0,"BRICEÑO",7996.045,0.916137144821265
"226","05107",2013,"Briceño","Antioquia",8720,"Eje cafetero",9.112068,"BRICEÑO",12974.847,1.48794116972477
"227","05107",2014,"Briceño","Antioquia",8711,"Eje cafetero",5.13238,"BRICEÑO",14049.441,1.61283905406957
"228","05107",2015,"Briceño","Antioquia",8702,"Eje cafetero",0.653333,"BRICEÑO",20769.33203125,2.38673087005861
