"","cod","year","munic","dep","pop","region","irca","Municipio","income","ingpercap"
"5762","41306",2009,"Gigante","Huila",30148,"Centro sur",15.382884,"GIGANTE",11815.482,0.391915947989916
"5763","41306",2010,"Gigante","Huila",30666,"Centro sur",5.713809,"GIGANTE",12465.176,0.406481966999283
"5764","41306",2011,"Gigante","Huila",31197,"Centro sur",55.243076,"GIGANTE",10360.500394,0.332099252940988
"5765","41306",2012,"Gigante","Huila",31713,"Centro sur",29.174444,"GIGANTE",14899.012,0.469807712925299
"5766","41306",2013,"Gigante","Huila",32248,"Centro sur",54.229811,"GIGANTE",26258.597,0.814270559414537
"5767","41306",2014,"Gigante","Huila",32784,"Centro sur",48.213913,"GIGANTE",30411.160881,0.92762203760981
"5768","41306",2015,"Gigante","Huila",33324,"Centro sur",53.461718,"GIGANTE",33777.60546875,1.01361197541562
"5769","41306",2016,"Gigante","Huila",33869,"Centro sur",47.6072,"GIGANTE",31199.508,0.921181847707343
"5770","41319",2007,"Guadalupe","Huila",18269,"Centro sur",13.166774,"GUADALUPE",7409.904,0.40559986862992
"5771","41319",2008,"Guadalupe","Huila",18620,"Centro sur",17.289,"GUADALUPE",8398.774,0.451061976369495
"5772","41319",2009,"Guadalupe","Huila",18991,"Centro sur",5.981818,"GUADALUPE",8802.779,0.46352372176294
"5773","41319",2010,"Guadalupe","Huila",19356,"Centro sur",5.458461,"GUADALUPE",9356.711,0.483401064269477
"5774","41319",2011,"Guadalupe","Huila",19735,"Centro sur",68.61659,"GUADALUPE",8638.996,0.437749987332151
"5775","41319",2012,"Guadalupe","Huila",20106,"Centro sur",62.289148,"GUADALUPE",11625.585,0.578214712026261
"5776","41319",2013,"Guadalupe","Huila",20498,"Centro sur",77.500363,"GUADALUPE",13919.996,0.679090447848571
"5777","41319",2014,"Guadalupe","Huila",20887,"Centro sur",58.537846,"GUADALUPE",16027.208,0.767329343610858
"5778","41319",2015,"Guadalupe","Huila",21274,"Centro sur",50.737968,"GUADALUPE",20736.955078125,0.974755808880558
"5779","41319",2016,"Guadalupe","Huila",21666,"Centro sur",48.1854,"GUADALUPE",16913.718712,0.780657191544355
"5780","41349",2007,"Hobo","Huila",6640,"Centro sur",6.9844,"HOBO",3418.452,0.514827108433735
"5781","41349",2008,"Hobo","Huila",6682,"Centro sur",56.009411,"HOBO",4314.033318,0.645620071535468
"5782","41349",2009,"Hobo","Huila",6728,"Centro sur",50.895833,"HOBO",4993.462,0.742191141498217
"5783","41349",2010,"Hobo","Huila",6761,"Centro sur",58.498095,"HOBO",5068.756,0.749705073214022
"5784","41349",2011,"Hobo","Huila",6801,"Centro sur",63.346739,"HOBO",4601.114606,0.676535010439641
"5785","41349",2012,"Hobo","Huila",6832,"Centro sur",43.01,"HOBO",6229.568,0.911822014051522
"5786","41349",2013,"Hobo","Huila",6867,"Centro sur",57.279459,"HOBO",6720.781,0.978707004514344
"5787","41349",2014,"Hobo","Huila",6892,"Centro sur",49.377708,"HOBO",8067.306,1.1705319210679
"5788","41349",2015,"Hobo","Huila",6928,"Centro sur",47.989464,"HOBO",13560.294921875,1.95731739634454
"5789","41349",2016,"Hobo","Huila",6957,"Centro sur",42.694807,"HOBO",10026.44245,1.44120201954866
"5790","41357",2007,"Iquira","Huila",11022,"Centro sur",4.841923,"IQUIRA",4920.049,0.446384412992197
"5791","41357",2008,"Iquira","Huila",11232,"Centro sur",35.074736,"IQUIRA",5250.263,0.467437945156695
"5792","41357",2009,"Iquira","Huila",11443,"Centro sur",29.272941,"IQUIRA",5925.189,0.517800314602814
"5793","41357",2010,"Iquira","Huila",11652,"Centro sur",20.471333,"IQUIRA",7002.4,0.600961208376244
"5794","41357",2011,"Iquira","Huila",11864,"Centro sur",62.782391,"IQUIRA",6417.438,0.540916891436278
"5795","41357",2012,"Iquira","Huila",12082,"Centro sur",52.914901,"IQUIRA",8053.058,0.666533520940242
"5796","41357",2013,"Iquira","Huila",12299,"Centro sur",63.520652,"IQUIRA",11211.328,0.911564192210749
"5797","41357",2014,"Iquira","Huila",12518,"Centro sur",48.158793,"IQUIRA",11464.581,0.915847659370506
"5798","41357",2015,"Iquira","Huila",12736,"Centro sur",45.948852,"IQUIRA",12913.4033203125,1.01392928080343
"5799","41357",2016,"Iquira","Huila",12959,"Centro sur",52.620377,"IQUIRA",11208.331447,0.864907126089976
"5800","41359",2007,"Isnos","Huila",24372,"Centro sur",18.48147,"ISNOS",8731.25,0.358249220416872
"5801","41359",2008,"Isnos","Huila",24710,"Centro sur",43.22409,"ISNOS",10417.264,0.421580898421692
"5802","41359",2009,"Isnos","Huila",25057,"Centro sur",37.458709,"ISNOS",11092.59,0.442694257093826
"5803","41359",2010,"Isnos","Huila",25404,"Centro sur",49.738717,"ISNOS",11502.249,0.452773145961266
"5804","41359",2011,"Isnos","Huila",25748,"Centro sur",58.538958,"ISNOS",10831.199213,0.420661768409197
"5805","41359",2012,"Isnos","Huila",26101,"Centro sur",56.85375,"ISNOS",14437.176,0.553127313129765
"5806","41359",2013,"Isnos","Huila",26452,"Centro sur",54.986923,"ISNOS",18505.09,0.699572433086345
"5807","41359",2014,"Isnos","Huila",26788,"Centro sur",56.399848,"ISNOS",27817.203,1.03842030013439
"5808","41359",2015,"Isnos","Huila",27144,"Centro sur",51.405322,"ISNOS",30093.587890625,1.10866445220399
"5809","41359",2016,"Isnos","Huila",27485,"Centro sur",41.949444,"ISNOS",26429.857255,0.961610233036202
"5810","41378",2007,"La Argentina","Huila",12048,"Centro sur",17.021111,"LA ARGENTINA",6734.888,0.559004648074369
"5811","41378",2008,"La Argentina","Huila",12289,"Centro sur",33.97,"LA ARGENTINA",7702.923,0.626814468223615
"5812","41378",2009,"La Argentina","Huila",12522,"Centro sur",48.199047,"LA ARGENTINA",8073.975,0.644783181600383
"5813","41378",2010,"La Argentina","Huila",12764,"Centro sur",17.148333,"LA ARGENTINA",7395.889,0.579433484801003
"5814","41378",2011,"La Argentina","Huila",13011,"Centro sur",71.844651,"LA ARGENTINA",7704.854,0.592180001537161
"5815","41378",2012,"La Argentina","Huila",13254,"Centro sur",52.317258,"LA ARGENTINA",9619.447,0.725776897540365
"5816","41378",2013,"La Argentina","Huila",13506,"Centro sur",70.044909,"LA ARGENTINA",10838.148,0.802469124833407
"5817","41378",2014,"La Argentina","Huila",13756,"Centro sur",60.311692,"LA ARGENTINA",13329.055,0.968962997964525
"5818","41378",2015,"La Argentina","Huila",14021,"Centro sur",62.308,"LA ARGENTINA",15023.96484375,1.07153304641252
"5819","41378",2016,"La Argentina","Huila",14271,"Centro sur",57.805,"LA ARGENTINA",15812.59845,1.10802315535001
"5820","41396",2007,"La Plata","Huila",54255,"Centro sur",1.926296,"LA PLATA",15353.089,0.282980167726477
"5821","41396",2008,"La Plata","Huila",55297,"Centro sur",6.514146,"LA PLATA",18889.895,0.341607953415194
"5822","41396",2009,"La Plata","Huila",56340,"Centro sur",11.547625,"LA PLATA",22340.527,0.396530475683351
"5823","41396",2010,"La Plata","Huila",57389,"Centro sur",28.935833,"LA PLATA",21227.359,0.36988550070571
"5824","41396",2011,"La Plata","Huila",58441,"Centro sur",48.076615,"LA PLATA",23001.103113,0.393578191902945
"5825","41396",2012,"La Plata","Huila",59495,"Centro sur",42.37931,"LA PLATA",34847.776,0.585726128246071
"5826","41396",2013,"La Plata","Huila",60563,"Centro sur",65.183484,"LA PLATA",39400.139,0.65056451959117
"5827","41396",2014,"La Plata","Huila",61644,"Centro sur",53.194437,"LA PLATA",43107.758,0.699301764973071
"5828","41396",2015,"La Plata","Huila",62728,"Centro sur",51.194651,"LA PLATA",49817.16015625,0.794177403332643
"5829","41396",2016,"La Plata","Huila",63828,"Centro sur",55.720987,"LA PLATA",50826.11265,0.796298061195714
"5830","41483",2007,"Nátaga","Huila",5943,"Centro sur",9.455555,"NÁTAGA",3554.472,0.598093891973751
"5831","41483",2008,"Nátaga","Huila",5981,"Centro sur",39.553846,"NÁTAGA",4058.962,0.678642701889316
"5832","41483",2009,"Nátaga","Huila",6042,"Centro sur",25.735357,"NÁTAGA",4444.616,0.735619993379676
"5833","41483",2010,"Nátaga","Huila",6082,"Centro sur",21.566666,"NÁTAGA",4312.612,0.709077934889839
"5834","41483",2011,"Nátaga","Huila",6131,"Centro sur",51.81125,"NÁTAGA",3912.72543,0.638187152177459
"5835","41483",2012,"Nátaga","Huila",6184,"Centro sur",50.547241,"NÁTAGA",4886.472,0.790179818887451
"5836","41483",2013,"Nátaga","Huila",6237,"Centro sur",68.955581,"NÁTAGA",7067.372,1.13313644380311
"5837","41483",2014,"Nátaga","Huila",6286,"Centro sur",60.797321,"NÁTAGA",10600.231,1.68632373528476
"5838","41483",2015,"Nátaga","Huila",6338,"Centro sur",52.219516,"NÁTAGA",12494.42578125,1.9713514959372
"5839","41483",2016,"Nátaga","Huila",6389,"Centro sur",50.021666,"NÁTAGA",10653.451011,1.66746768054469
"5840","41503",2007,"Oporapa","Huila",11313,"Centro sur",12,"OPORAPA",4640.312,0.41017519667639
"5841","41503",2008,"Oporapa","Huila",11575,"Centro sur",69.634444,"OPORAPA",6379.172,0.551116371490281
"5842","41503",2009,"Oporapa","Huila",11840,"Centro sur",77.094848,"OPORAPA",6966.32967,0.588372438344595
"5843","41503",2010,"Oporapa","Huila",12103,"Centro sur",79.309142,"OPORAPA",9136.382,0.754885730810543
"5844","41503",2011,"Oporapa","Huila",12374,"Centro sur",82.389523,"OPORAPA",11889.715623,0.960862746322935
"5845","41503",2012,"Oporapa","Huila",12650,"Centro sur",60.969833,"OPORAPA",9173.952,0.725213596837945
"5846","41503",2013,"Oporapa","Huila",12934,"Centro sur",81.684655,"OPORAPA",11078.655,0.856552883871965
"5847","41503",2014,"Oporapa","Huila",13226,"Centro sur",66.928974,"OPORAPA",13000.076,0.982918191441101
"5848","41503",2015,"Oporapa","Huila",13523,"Centro sur",61.025263,"OPORAPA",11910.798828125,0.880780805156031
"5849","41503",2016,"Oporapa","Huila",13830,"Centro sur",45.687631,"OPORAPA",18468.394766,1.33538646174982
"5850","41518",2007,"Paicol","Huila",5272,"Centro sur",8.129215,"PAICOL",3555.384,0.674389984825493
"5851","41518",2008,"Paicol","Huila",5305,"Centro sur",12.563157,"PAICOL",4181.393,0.78819849198869
"5852","41518",2009,"Paicol","Huila",5339,"Centro sur",15.696428,"PAICOL",4686.033,0.877698632702753
"5853","41518",2010,"Paicol","Huila",5375,"Centro sur",9.110555,"PAICOL",6344.237,1.1803231627907
"5854","41518",2011,"Paicol","Huila",5411,"Centro sur",55.85421,"PAICOL",6195.416568,1.14496702420994
"5855","41518",2012,"Paicol","Huila",5448,"Centro sur",50.26551,"PAICOL",6127.067586,1.12464529845815
"5856","41518",2013,"Paicol","Huila",5486,"Centro sur",67.094782,"PAICOL",8475.714,1.54497156398104
"5857","41518",2014,"Paicol","Huila",5525,"Centro sur",61.555285,"PAICOL",8214.161,1.48672597285068
"5858","41518",2015,"Paicol","Huila",5565,"Centro sur",50.841746,"PAICOL",14508.962890625,2.60718111242138
"5859","41518",2016,"Paicol","Huila",5606,"Centro sur",56.980566,"PAICOL",11237.295843,2.00451228023546
"5860","41524",2007,"Palermo","Huila",28179,"Centro sur",11.582413,"PALERMO",27484.235,0.975344582845381
"5861","41524",2008,"Palermo","Huila",28706,"Centro sur",0,"PALERMO",33965.286,1.18321208109803
"5862","41524",2009,"Palermo","Huila",29265,"Centro sur",20.061304,"PALERMO",28102.924,0.960291269434478
"5863","41524",2010,"Palermo","Huila",29832,"Centro sur",18.814629,"PALERMO",31839.437,1.06729139849826
"5864","41524",2011,"Palermo","Huila",30401,"Centro sur",48.847192,"PALERMO",35068.406,1.15352804184073
"5865","41524",2012,"Palermo","Huila",30967,"Centro sur",23.674285,"PALERMO",24334.312,0.785814318468047
"5866","41524",2013,"Palermo","Huila",31536,"Centro sur",40.720697,"PALERMO",28526.42,0.904566844241502
"5867","41524",2014,"Palermo","Huila",32105,"Centro sur",36.65606,"PALERMO",35596.892,1.1087647406946
"5868","41524",2015,"Palermo","Huila",32681,"Centro sur",22.51,"PALERMO",42442.9765625,1.29870495280132
"5869","41524",2016,"Palermo","Huila",33253,"Centro sur",23.379523,"PALERMO",36679.07,1.10303040327189
"5870","41530",2007,"Palestina","Huila",10510,"Centro sur",47.227142,"PALESTINA",5242.38,0.498799238820171
"5871","41530",2008,"Palestina","Huila",10640,"Centro sur",50.511666,"PALESTINA",5888.779,0.553456672932331
"5872","41530",2009,"Palestina","Huila",10770,"Centro sur",28.329411,"PALESTINA",5933.223,0.55090278551532
"5873","41530",2010,"Palestina","Huila",10896,"Centro sur",46.720909,"PALESTINA",6293.482,0.577595631424376
"5874","41530",2011,"Palestina","Huila",11034,"Centro sur",67.4625,"PALESTINA",6126.790846,0.555264713249955
"5875","41530",2012,"Palestina","Huila",11162,"Centro sur",50.914,"PALESTINA",7995.773,0.716338738577316
"5876","41530",2013,"Palestina","Huila",11302,"Centro sur",67.668113,"PALESTINA",9965.698,0.881764112546452
"5877","41530",2014,"Palestina","Huila",11430,"Centro sur",51.229848,"PALESTINA",15560.891,1.36140778652668
"5878","41530",2015,"Palestina","Huila",11565,"Centro sur",45.561525,"PALESTINA",12150.166015625,1.05059801259187
"5879","41530",2016,"Palestina","Huila",11690,"Centro sur",56.147962,"PALESTINA",12661.046314,1.08306640838323
"5880","41548",2007,"Pital","Huila",12999,"Centro sur",4.062424,"PITAL",4788.532,0.368376952073236
"5881","41548",2008,"Pital","Huila",13084,"Centro sur",24.022666,"PITAL",5983.705,0.457329944970957
"5882","41548",2009,"Pital","Huila",13164,"Centro sur",13.657073,"PITAL",7594.864,0.576941962929201
"5883","41548",2010,"Pital","Huila",13249,"Centro sur",23.667291,"PITAL",7723.02,0.582913427428485
"5884","41548",2011,"Pital","Huila",13327,"Centro sur",49.757,"PITAL",7134.158219,0.535316141592256
"5885","41548",2012,"Pital","Huila",13420,"Centro sur",53.959655,"PITAL",9038.833,0.673534500745157
"5886","41548",2013,"Pital","Huila",13502,"Centro sur",76.559444,"PITAL",11325.01,0.838765368093616
"5887","41548",2014,"Pital","Huila",13593,"Centro sur",54.155606,"PITAL",12698.897,0.93422327668653
"5888","41548",2015,"Pital","Huila",13685,"Centro sur",56.589841,"PITAL",14434.708984375,1.05478326520826
"5889","41548",2016,"Pital","Huila",13772,"Centro sur",48.328269,"PITAL",12130.206,0.880787539936102
"5890","41551",2007,"Pitalito","Huila",107095,"Centro sur",2.331929,"PITALITO",38141.729,0.356148550352491
"5891","41551",2008,"Pitalito","Huila",109387,"Centro sur",17.27378,"PITALITO",42109.438,0.384958340570635
"5892","41551",2009,"Pitalito","Huila",111683,"Centro sur",6.066826,"PITALITO",45819.158,0.410260809612922
"5893","41551",2010,"Pitalito","Huila",113999,"Centro sur",10.454649,"PITALITO",80376.378,0.705062132123966
"5894","41551",2011,"Pitalito","Huila",116328,"Centro sur",30.36606,"PITALITO",89279.640807,0.767481954533732
"5895","41551",2012,"Pitalito","Huila",118677,"Centro sur",38.678518,"PITALITO",107061.901,0.902128474767647
"5896","41551",2013,"Pitalito","Huila",121049,"Centro sur",65.033984,"PITALITO",135569.155,1.11995270510289
"5897","41551",2014,"Pitalito","Huila",123430,"Centro sur",48.65,"PITALITO",142543.049,1.15484929919793
"5898","41551",2015,"Pitalito","Huila",125839,"Centro sur",46.877167,"PITALITO",168057.65625,1.3354973915082
"5899","41551",2016,"Pitalito","Huila",128263,"Centro sur",53.882048,"PITALITO",178364.47629,1.39061519136462
"5900","41615",2007,"Rivera","Huila",17114,"Centro sur",17.769358,"RIVERA",8486.671,0.495890557438355
"5901","41615",2008,"Rivera","Huila",17329,"Centro sur",31.068571,"RIVERA",9993.713,0.576704541519995
"5902","41615",2009,"Rivera","Huila",17540,"Centro sur",50.586976,"RIVERA",10208.796,0.582029418472064
"5903","41615",2010,"Rivera","Huila",17758,"Centro sur",53.791818,"RIVERA",10705.702,0.602866426399369
"5904","41615",2011,"Rivera","Huila",17966,"Centro sur",64.675106,"RIVERA",12148.397705,0.676188228041857
"5905","41615",2012,"Rivera","Huila",18177,"Centro sur",37.9602,"RIVERA",14303.594,0.786906200143038
"5906","41615",2013,"Rivera","Huila",18384,"Centro sur",36.962571,"RIVERA",17985.192,0.978306788511749
"5907","41615",2014,"Rivera","Huila",18591,"Centro sur",42.968571,"RIVERA",17952.017,0.965629444354795
"5908","41615",2015,"Rivera","Huila",18796,"Centro sur",35.648253,"RIVERA",19897.71875,1.05861453234731
"5909","41615",2016,"Rivera","Huila",18994,"Centro sur",44.120892,"RIVERA",19914.592124,1.04846752258608
"5910","41660",2007,"Saladoblanco","Huila",10490,"Centro sur",8.166538,"SALADOBLANCO",5536.91,0.52782745471878
"5911","41660",2008,"Saladoblanco","Huila",10614,"Centro sur",50.618333,"SALADOBLANCO",6480.775,0.610587431693989
"5912","41660",2009,"Saladoblanco","Huila",10741,"Centro sur",56.710909,"SALADOBLANCO",7224.97663,0.672654001489619
"5913","41660",2010,"Saladoblanco","Huila",10864,"Centro sur",57.425882,"SALADOBLANCO",7256.495,0.667939525036819
"5914","41660",2011,"Saladoblanco","Huila",10975,"Centro sur",68.073488,"SALADOBLANCO",6608.622403,0.602152382961276
"5915","41660",2012,"Saladoblanco","Huila",11108,"Centro sur",48.058245,"SALADOBLANCO",8528.207,0.767753601008282
"5916","41660",2013,"Saladoblanco","Huila",11219,"Centro sur",71.179454,"SALADOBLANCO",16607.4,1.48029236117301
"5917","41660",2014,"Saladoblanco","Huila",11341,"Centro sur",58.9155,"SALADOBLANCO",15814.893,1.39448840490257
"5918","41660",2015,"Saladoblanco","Huila",11464,"Centro sur",52.348035,"SALADOBLANCO",13497.103515625,1.17734678259115
"5919","41660",2016,"Saladoblanco","Huila",11581,"Centro sur",37.76738,"SALADOBLANCO",13800.687751,1.19166632855539
"5920","41668",2007,"San Agustín","Huila",30324,"Centro sur",5.69,"SAN AGUSTÍN",11597.331,0.382447269489513
"5921","41668",2008,"San Agustín","Huila",30646,"Centro sur",8.183428,"SAN AGUSTÍN",11412.123,0.37238540103113
"5922","41668",2009,"San Agustín","Huila",30976,"Centro sur",16.589642,"SAN AGUSTÍN",14058.768,0.453860020661157
"5923","41668",2010,"San Agustín","Huila",31294,"Centro sur",13.455178,"SAN AGUSTÍN",14060.857,0.449314788777401
"5924","41668",2011,"San Agustín","Huila",31623,"Centro sur",53.753396,"SAN AGUSTÍN",14096.78075,0.44577619928533
"5925","41668",2012,"San Agustín","Huila",31944,"Centro sur",44.661346,"SAN AGUSTÍN",18019.964,0.5641110693714
"5926","41668",2013,"San Agustín","Huila",32269,"Centro sur",66.27037,"SAN AGUSTÍN",27223.852,0.843653413492826
"5927","41668",2014,"San Agustín","Huila",32586,"Centro sur",45.618805,"SAN AGUSTÍN",32657.664,1.00219922666176
"5928","41668",2015,"San Agustín","Huila",32894,"Centro sur",38.277031,"SAN AGUSTÍN",38691.58984375,1.17625067926522
"5929","41668",2016,"San Agustín","Huila",33202,"Centro sur",47.193518,"SAN AGUSTÍN",32528.915465,0.979727590657189
"5930","41676",2007,"Santa María","Huila",10470,"Centro sur",7.954333,"SANTA MARÍA",5128.207,0.489800095510984
"5931","41676",2008,"Santa María","Huila",10587,"Centro sur",41.275,"SANTA MARÍA",4193.487,0.396097761405497
"5932","41676",2009,"Santa María","Huila",10698,"Centro sur",57.135,"SANTA MARÍA",5605.077,0.523936904094223
"5933","41676",2010,"Santa María","Huila",10806,"Centro sur",53.8825,"SANTA MARÍA",6679.881,0.618164075513604
"5934","41676",2011,"Santa María","Huila",10918,"Centro sur",67.703333,"SANTA MARÍA",5594.900993,0.512447425627404
"5935","41676",2012,"Santa María","Huila",11030,"Centro sur",58.856315,"SANTA MARÍA",8045.708,0.729438621940163
"5936","41676",2013,"Santa María","Huila",11129,"Centro sur",73.224444,"SANTA MARÍA",11016.367,0.989879324287896
"5937","41676",2014,"Santa María","Huila",11246,"Centro sur",62.218032,"SANTA MARÍA",11545.670209,1.02664682633825
"5938","41676",2015,"Santa María","Huila",11348,"Centro sur",45.672571,"SANTA MARÍA",11926.9248046875,1.05101558025093
"5939","41676",2016,"Santa María","Huila",11450,"Centro sur",54.609347,"SANTA MARÍA",11111.596578,0.970445115982533
"5940","41770",2007,"Suaza","Huila",15192,"Centro sur",4.655833,"SUAZA",6555.971,0.431541008425487
"5941","41770",2008,"Suaza","Huila",15618,"Centro sur",56.123913,"SUAZA",7605.478,0.486968754001793
"5942","41770",2009,"Suaza","Huila",16063,"Centro sur",29.983636,"SUAZA",8613.617,0.536239619000187
"5943","41770",2010,"Suaza","Huila",16520,"Centro sur",28.243,"SUAZA",8537.705,0.516810230024213
"5944","41770",2011,"Suaza","Huila",16992,"Centro sur",55.200333,"SUAZA",8460.470181,0.497909026659605
"5945","41770",2012,"Suaza","Huila",17474,"Centro sur",42.6765,"SUAZA",11329.412,0.648358246537713
"5946","41770",2013,"Suaza","Huila",17962,"Centro sur",73.678148,"SUAZA",16519.386,0.919685224362543
"5947","41770",2014,"Suaza","Huila",18465,"Centro sur",47.345,"SUAZA",18123.422,0.981501326834552
"5948","41770",2015,"Suaza","Huila",18968,"Centro sur",46.60647,"SUAZA",21145.841796875,1.11481662784031
"5949","41770",2016,"Suaza","Huila",19494,"Centro sur",57.639761,"SUAZA",18960.925518,0.972654433056325
"5950","41791",2007,"Tarqui","Huila",16259,"Centro sur",8.29309,"TARQUI",7044.64,0.433276339258257
"5951","41791",2008,"Tarqui","Huila",16432,"Centro sur",48.059166,"TARQUI",7979.641,0.485615932327166
"5952","41791",2009,"Tarqui","Huila",16601,"Centro sur",23.524,"TARQUI",8781.875,0.528996747183905
"5953","41791",2010,"Tarqui","Huila",16773,"Centro sur",8.216315,"TARQUI",9033.339,0.538564299767483
"5954","41791",2011,"Tarqui","Huila",16940,"Centro sur",59.1172,"TARQUI",8305.198858,0.490271479220779
"5955","41791",2012,"Tarqui","Huila",17115,"Centro sur",51.843018,"TARQUI",10658.711726,0.622770185568215
"5956","41791",2013,"Tarqui","Huila",17277,"Centro sur",52.271875,"TARQUI",13811.824,0.799434161023326
"5957","41791",2014,"Tarqui","Huila",17436,"Centro sur",39.897068,"TARQUI",14229.616,0.816105528791007
"5958","41791",2015,"Tarqui","Huila",17604,"Centro sur",36.974032,"TARQUI",19391.361328125,1.10153154556493
"5959","41791",2016,"Tarqui","Huila",17763,"Centro sur",41.308679,"TARQUI",18177.897362,1.02335739244497
"5960","41797",2007,"Tesalia","Huila",8957,"Centro sur",3.807031,"TESALIA",5767.331,0.643890923300212
"5961","41797",2008,"Tesalia","Huila",9000,"Centro sur",16.190487,"TESALIA",7047.097,0.783010777777778
"5962","41797",2009,"Tesalia","Huila",9035,"Centro sur",7.754074,"TESALIA",8301.46,0.918811289429994
"5963","41797",2010,"Tesalia","Huila",9073,"Centro sur",17.501481,"TESALIA",7375.483,0.812904551967376
"5964","41797",2011,"Tesalia","Huila",9109,"Centro sur",47.628292,"TESALIA",8205.999258,0.900867192666593
"5965","41797",2012,"Tesalia","Huila",9145,"Centro sur",51.890666,"TESALIA",7722.098841,0.844406652925096
"5966","41797",2013,"Tesalia","Huila",9186,"Centro sur",66.979558,"TESALIA",11219.033366,1.22131867689963
"5967","41797",2014,"Tesalia","Huila",9210,"Centro sur",42.905151,"TESALIA",12759.976426,1.38544803756786
"5968","41797",2015,"Tesalia","Huila",9247,"Centro sur",33.60619,"TESALIA",14878.193359375,1.60897516593219
"5969","41797",2016,"Tesalia","Huila",9280,"Centro sur",51.716037,"TESALIA",12198.14057,1.31445480280172
"5970","41799",2007,"Tello","Huila",13654,"Centro sur",1.045084,"TELLO",6632.319,0.485741833894829
"5971","41799",2008,"Tello","Huila",13715,"Centro sur",31.045,"TELLO",7160.075,0.522061611374408
"5972","41799",2009,"Tello","Huila",13773,"Centro sur",24.729166,"TELLO",8416.06008,0.611054968416467
"5973","41799",2010,"Tello","Huila",13840,"Centro sur",23.546875,"TELLO",8954.474,0.646999566473988
"5974","41799",2011,"Tello","Huila",13907,"Centro sur",45.887674,"TELLO",7428.078149,0.53412512756166
"5975","41799",2012,"Tello","Huila",13970,"Centro sur",52.52625,"TELLO",9611.448,0.688006299212598
"5976","41799",2013,"Tello","Huila",14047,"Centro sur",56.854642,"TELLO",11947.681,0.850550366626326
"5977","41799",2014,"Tello","Huila",14118,"Centro sur",50.896515,"TELLO",15274.523,1.08191833120839
"5978","41799",2015,"Tello","Huila",14195,"Centro sur",51.539473,"TELLO",19521.484375,1.37523665903487
"5979","41799",2016,"Tello","Huila",14273,"Centro sur",47.650943,"TELLO",13902.768,0.97406067399986
"5980","41801",2007,"Teruel","Huila",8313,"Centro sur",28.476388,"TERUEL",4320.984,0.519786358715265
"5981","41801",2008,"Teruel","Huila",8363,"Centro sur",30.260833,"TERUEL",4879.058,0.583410020327634
"5982","41801",2009,"Teruel","Huila",8424,"Centro sur",52.387083,"TERUEL",4832.229,0.573626424501425
"5983","41801",2010,"Teruel","Huila",8483,"Centro sur",51.395806,"TERUEL",5237.905,0.617459035718496
"5984","41801",2011,"Teruel","Huila",8537,"Centro sur",63.360869,"TERUEL",4619.645989,0.541132246573738
"5985","41801",2012,"Teruel","Huila",8595,"Centro sur",57.254821,"TERUEL",5502.625,0.6402123327516
"5986","41801",2013,"Teruel","Huila",8651,"Centro sur",61.382857,"TERUEL",6712.789,0.77595526528725
"5987","41801",2014,"Teruel","Huila",8691,"Centro sur",50.930862,"TERUEL",8758.953,1.00781877804625
"5988","41801",2015,"Teruel","Huila",8744,"Centro sur",47.27625,"TERUEL",9040.3291015625,1.03388942149617
"5989","41801",2016,"Teruel","Huila",8787,"Centro sur",55.642978,"TERUEL",8845.240406,1.00662801934676
"5990","41807",2007,"Timaná","Huila",20074,"Centro sur",3.9565,"TIMANÁ",9323.291,0.464446099432101
"5991","41807",2008,"Timaná","Huila",20100,"Centro sur",17.4175,"TIMANÁ",9069.242,0.451206069651741
"5992","41807",2009,"Timaná","Huila",20125,"Centro sur",6.156571,"TIMANÁ",10351.811,0.514375701863354
"5993","41807",2010,"Timaná","Huila",20157,"Centro sur",8.884,"TIMANÁ",9765.602,0.484476955896215
"5994","41807",2011,"Timaná","Huila",20185,"Centro sur",51.900754,"TIMANÁ",9629.717458,0.477072948129799
"5995","41807",2012,"Timaná","Huila",20217,"Centro sur",43.025,"TIMANÁ",12884.146,0.637292674481872
"5996","41807",2013,"Timaná","Huila",20245,"Centro sur",69.309245,"TIMANÁ",16177.863,0.799104124475179
"5997","41807",2014,"Timaná","Huila",20282,"Centro sur",57.520333,"TIMANÁ",23045.837,1.13627043684055
"5998","41807",2015,"Timaná","Huila",20319,"Centro sur",47.690357,"TIMANÁ",22875.4140625,1.12581397029874
"5999","41807",2016,"Timaná","Huila",20350,"Centro sur",41.786481,"TIMANÁ",21091.784245,1.03645131425061
"6000","41872",2007,"Villavieja","Huila",7359,"Centro sur",5.367,"VILLAVIEJA",5127.572,0.696775648865335
"6001","41872",2008,"Villavieja","Huila",7350,"Centro sur",0,"VILLAVIEJA",5454.524,0.742112108843538
"6002","41872",2009,"Villavieja","Huila",7343,"Centro sur",3.794411,"VILLAVIEJA",6098.064,0.830459485224023
"6003","41872",2010,"Villavieja","Huila",7338,"Centro sur",0.7525,"VILLAVIEJA",5430.924,0.740109566639411
"6004","41872",2011,"Villavieja","Huila",7329,"Centro sur",26.155151,"VILLAVIEJA",5516.320198,0.752670241233456
"6005","41872",2012,"Villavieja","Huila",7329,"Centro sur",22.104888,"VILLAVIEJA",6371.033,0.86929089916769
"6006","41872",2013,"Villavieja","Huila",7327,"Centro sur",3.881016,"VILLAVIEJA",7031.538,0.959674901050908
