DPMP,irca.2016,fake.irca,pob.2016,rural.2016,ing.2016
27025,74.82,2,37706,0.738025778,27031.661
27050,0,5,10195,0.646297205,11353.55
27073,40.81,9,8016,0.708458084,14493.192
27075,,6,9351,0.47535023,12365.074
27077,25.32,9,17507,0.81464557,24081.401
27099,,8,10106,0.492479715,18871.31
27135,,2,8175,0.560856269,8709.831
27150,,10,5492,0.756190823,8823.093
27160,,9,10109,0.370659808,10046.685
27205,0,5,14825,0.295177066,14698.595
27245,20.4,8,14292,0.512804366,11753.931
27250,,9,15619,0.91190217,16952.87
27361,,9,25519,0.205258827,28478.615
27372,,10,3295,0.51047041,5684.6
27413,20.4,1,11284,0.693725629,13203.44
27425,,2,30462,0.962806119,15657.21
27430,,9,13750,0.953672727,23117.357
27450,76.87,6,16684,0.64169264,10313.039
27491,40.81,6,7956,0.594519859,10656.37
27495,68.37,3,8668,0.560567605,8076.256
27580,,7,9863,0.835445605,9234.504
27600,,2,9062,0.710549548,13452.794
27615,,6,28877,0.704747723,27486.451
27660,,5,4803,0.764522174,25411.39
27745,,7,4097,0.914083476,9383.145
27787,40.81,2,18979,0.349649613,20464.922
27800,,4,15164,0.687021894,10856.179
27810,71.595,10,9748,0.557652852,8250.621
41001,23.332517,2,344026,0.057120683,499100.6496
41006,59.571698,7,33623,0.80626357,46840.10671
41013,61.662884,8,9113,0.411500055,18137.165
41016,40.774814,9,26950,0.368497217,46728.99496
41020,52.794642,4,24564,0.365942029,24945.6512
41026,45.781509,10,4377,0.323966187,5179.873671
41078,55.049047,7,9646,0.471905453,11291.081
41132,40.413921,10,34470,0.241688425,27313.70611
41206,55.322264,2,12534,0.795994894,9573.888389
41244,54.188644,6,3988,0.683550652,6508.872404
41298,54.818666,6,90187,0.51929879,59166.35537
41306,47.6072,7,33869,0.458679028,31199.508
41319,48.1854,5,21666,0.762115757,16913.71871
41349,42.694807,4,6957,0.228690528,10026.44245
41357,52.620377,8,12959,0.815417856,11208.33145
41359,41.949444,3,27485,0.783190831,26429.85725
41378,57.805,4,14271,0.652792376,15812.59845
41396,55.720987,4,63828,0.58416369,50826.11265
41483,50.021666,4,6389,0.653310377,10653.45101
41503,45.687631,3,13830,0.712147505,18468.39477
41518,56.980566,4,5606,0.560114163,11237.29584
41524,23.379523,1,33253,0.516765405,36679.07
41530,56.147962,1,11690,0.819418306,12661.04631
41548,48.328269,10,13772,0.626706361,12130.206
41551,53.882048,2,128263,0.40646952,178364.4763
41615,44.120892,2,18994,0.430083184,19914.59212
41660,37.76738,4,11581,0.756152318,13800.68775
41668,47.193518,10,33202,0.653846154,32528.91547
41676,54.609347,5,11450,0.716681223,11111.59658
41770,57.639761,10,19494,0.770698677,18960.92552
41791,41.308679,10,17763,0.713055227,18177.89736
41797,51.716037,3,9280,0.415301724,12198.14057
41799,47.650943,5,14273,0.529671408,13902.768
41801,55.642978,1,8787,0.499032662,8845.240406
41807,41.786481,9,20350,0.637444717,21091.78425
41872,26.287222,3,7315,0.663021189,9925.529403
41885,40.342456,4,9064,0.152140335,24010.44683
44001,0,7,268712,0.148720563,370459.778
44035,,1,27102,0.50062726,36953.008
44078,,5,35393,0.489418812,58955.57
44090,,6,34188,0.836872587,41579.432
44098,,2,16140,0.663506815,13838.89929
44110,,8,8837,0.311304741,13476.252
44279,,2,33785,0.35332248,29830.959
44378,,8,25832,0.437016104,28877.572
44420,,10,3253,0.290808484,6984.291
44430,,8,159675,0.314783153,233579.42
44560,,4,108006,0.567283299,63031.98023
44650,,8,37827,0.342083697,36259.76
44847,,9,180385,0.928209108,244268.618
44855,,1,18352,0.414559721,15496.875
44874,,9,27965,0.301197926,22054.221
47001,3.521826,2,491535,0.03461605,685142.777
47030,12.5,5,12647,0.331699217,14389.34429
47053,2.07,8,39924,0.299719467,26566.92571
47058,26.372592,6,32288,0.377260902,24596.193
47161,14.0625,2,7815,0.439667306,15490.118
47170,69.374444,3,15908,0.320216243,20656.271
47189,1.076703,1,104617,0.049647763,180066.5559
47205,72.614285,2,9338,0.547547655,11570.675
47245,13.54,6,55662,0.36121591,54309.76118
47258,1.5625,4,16742,0.630808744,21507.001
47268,52.34375,8,21228,0.221075937,18520.80791
47288,0.707547,5,57397,0.033346691,53320.71596
47318,69.93,6,27508,0.713028937,21810.624
47460,72.065,2,20213,0.585069015,19455.194
47541,33.868235,5,8079,0.691298428,17960.416
47545,62.003846,2,15959,0.494579861,15330.865
47551,11.014339,7,33753,0.430658016,31518.231
47555,43.402777,2,58822,0.229369964,51951.582
47570,40.178571,2,31068,0.60592893,23277.06542
47605,72.222222,8,8095,0.312044472,15061.97
47660,18.75,6,17088,0.7519897,15233.608
47675,5.2264,1,6985,0.37079456,10205.6487
47692,33.243846,7,17510,0.668018275,29027.778
47703,60.973333,2,9130,0.78543264,19613.206
47707,63.7325,6,26257,0.499181171,22643.983
47720,67.567567,8,12773,0.41548579,12645.95221
47745,98.71,4,32089,0.50814921,22735.14842
47798,62.662368,1,12230,0.492395748,19659.369
47960,96.691111,7,8841,0.587263884,10953.126
47980,83.713571,9,60941,0.917887793,41574.23515
50001,22.639263,3,495227,0.048147617,609227.8512
50006,18.981578,5,70469,0.15525976,110024.875
50110,32.130952,3,4007,0.271025705,9444.853
50124,36.86409,3,4048,0.564229249,18750.161
50150,42.842857,2,9899,0.492777048,58036.38675
50223,75.295185,7,6030,0.340630182,8054.2
50226,14.865555,5,18150,0.318787879,22302.921
50245,51.8536,6,2236,0.640429338,3230.934
50251,78.743333,9,6301,0.670211078,9966.284
50270,29.573043,2,3437,0.569391912,6432.328
50287,31.590526,6,13472,0.445293943,22120.7987
50313,29.393658,4,63451,0.159902917,58978.164
50318,9.824444,9,9403,0.270658301,13744.089
50325,13.6175,8,17661,0.921352132,11496.561
50330,83.015833,9,11354,0.670336445,14696.177
50350,25.42909,9,33812,0.866260499,19367.025
50370,19.470588,5,16539,0.760203156,14745.425
50400,57.415,4,9374,0.52784297,14460.336
50450,7.77125,8,21442,0.505783043,15398.701
50568,26.997631,2,18678,0.581753935,144591.3596
50573,52.1348,3,33854,0.33629704,54331.613
50577,27.240769,8,9708,0.69499382,14098.794
50590,8.308,5,18701,0.723865034,29948.105
50606,14.382727,8,10628,0.297610087,16839.847
50680,15.42238,1,9938,0.518615416,16158.913
50683,50.311481,7,8800,0.554772727,10753.575
50686,45.941052,4,2191,0.62574167,4833.756
50689,13.389791,8,24992,0.107914533,21475.942
50711,63.75,7,25908,0.642581442,22072.978
52001,34.514538,6,445409,0.166956662,571072.376
52019,48.153125,8,22422,0.633752564,11652.167
52022,27.902666,8,6004,0.774483678,14734.082
52036,57.041071,1,6905,0.766256336,9523.763
52051,61.888367,7,7558,0.850621858,11071.978
52079,58.961842,8,38708,0.571458097,35709.124
52083,59.968205,4,7612,0.608644246,7228.522
52110,37.764,3,25362,0.754080908,24713.317
52203,55.991754,7,10168,0.841168371,11547.92223
52207,56.903239,10,9296,0.80496988,12238.659
52210,46.974523,1,6973,0.66183852,9716.641
52215,47.490975,5,14037,0.832371589,15660.745
52224,41.655862,5,8645,0.725274725,12794.058
52227,39.361951,6,38349,0.77550914,30389.29953
52233,45.9915,2,15681,0.882851859,25635.9714
52240,44.384197,8,13876,0.479893341,13193.864
52250,15.228,1,38207,0.726202005,24325.214
52254,35.3852,9,6468,0.838899196,9093.737
52256,52.439622,4,10063,0.665606678,12949.81
52258,50.515727,6,12630,0.928661916,16033.586
52260,49.877594,3,12086,0.560731425,15351.898
52287,35.34921,6,6452,0.682114073,11334.491
52317,42.965652,3,15542,0.806781624,18723.328
52320,45.988333,4,11845,0.642887294,12926.943
52323,28.38756,4,5773,0.612160055,11540.39
52352,40.85035,8,8786,0.776804006,9651.999
52354,42.502727,4,6131,0.906051215,12271.628
52356,57.365541,2,141863,0.275787203,149858.04
52378,49.829166,10,18249,0.636528029,18535.438
52381,32.988275,5,9454,0.808229321,11065.272
52385,36.832727,8,5726,0.680754453,8192.499
52390,50.1,6,13112,0.254042099,14043.74083
52399,57.630476,7,25886,0.585142548,25182.535
52405,60.3568,3,14064,0.68003413,12393.694
52411,56.29726,3,9879,0.75493471,15410.635
52418,54.509473,3,19772,0.60226583,17994.594
52427,73.808333,3,23136,0.793871024,17080.942
52435,40.456666,8,7608,0.841088328,14679.183
52473,4.544,1,16769,0.644403363,15469.711
52480,5.008125,5,4934,0.242197,6579.502
52490,73.406666,6,31593,0.685879783,23977.684
52506,63.154814,1,8757,0.716341213,13873.663
52520,77.953333,10,15497,0.494740918,10367.067
52540,55.2524,3,17159,0.821842765,13902.298
52560,57.332682,10,12034,0.82125644,12533.602
52565,63.344,8,13413,0.587042422,8790.101
52573,51.346346,7,8319,0.632888568,20091.755
52585,52.478437,5,19480,0.689989733,25875.688
52612,66.883043,1,19079,0.866187955,19478.93
52621,40.226,1,23287,0.945677846,15241.783
52678,65.566243,5,49453,0.619618628,30371.467
52683,4.721962,7,25709,0.534715469,18833.766
52685,53.707241,1,19764,0.783191662,12664.339
52687,61.154019,4,20002,0.858564144,24040.303
52693,50.456527,3,17403,0.768200885,15120.168
52694,47.448,8,7588,0.905508698,10602.602
52696,10.112,5,14688,0.798270697,16028.882
52699,53.740208,5,29065,0.766041631,19771.372
52720,32.822857,2,6237,0.774731441,8147.911
52786,50.977826,8,20902,0.754425414,19028.616
52788,41.027049,8,9506,0.75415527,11033.298
52835,35.947931,1,203971,0.438483902,259412.1047
52838,52.134831,5,40496,0.566648558,36978.5595
52885,43.58,9,11064,0.742317426,13920.15
54001,0.476923,2,656380,0.033675615,826617.693
54003,18.982727,7,38363,0.549383521,28108.79167
54051,18.642352,6,8972,0.720909496,9786.094781
54099,27.504444,2,7020,0.64045584,8496.775566
54109,21.36909,7,4570,0.869803063,10114.67918
54125,24.39,6,1873,0.707955152,5514.653751
54128,51.318,8,11008,0.844204215,10089.822
54172,18.841764,10,16513,0.31926361,12986.75
54174,22.761428,9,10391,0.647002213,15649.40347
54206,25.918666,9,13296,0.617554152,17767.69349
54223,39.27,5,7625,0.840131148,9173.515293
54239,31.511111,3,3735,0.520481928,6670.257712
54245,14.093571,2,13790,0.832124728,15469.94574
54250,47.04,10,10974,0.590030982,14556.77925
54261,16.2032,2,23107,0.398234301,28694.62864
54313,49.7,4,5512,0.506712627,9102.272536
54344,44.131111,3,10722,0.88518933,12339.1136
54347,44.1475,1,4006,0.743884174,5984.620128
54377,36.248571,2,5876,0.754594963,9416.380856
54385,43.951428,1,12123,0.856306195,13801.781
54398,33.85909,2,8553,0.925172454,10847.14
54405,8.701791,4,77474,0.029274337,65954.31692
54418,26.643076,5,3362,0.636823319,5632.889022
54480,28.048,9,3747,0.858286629,6740.475
54498,10.759846,7,98992,0.093068127,65113.50761
54518,8.52826,2,57803,0.050326108,33874.8761
54520,33.063636,8,4945,0.816784631,7246.72729
54553,13.952857,1,10421,0.0713943,15595.23009
54599,10.794615,8,6897,0.578947368,8383.045
54660,26.605,9,8942,0.579847909,13789.52035
54670,52.427058,9,13631,0.839703617,13095.22222
54673,3.10625,7,5537,0.612967311,11618.278
54680,12.374285,1,2844,0.514416315,4318.891697
54720,20.213076,5,22620,0.592219275,17276.064
54743,29.777647,7,4366,0.773705909,7403.415477
54800,20.522,6,21978,0.874692875,22302.82239
54810,8.385652,8,36708,0.625068105,44217.54
54820,34.02,4,17284,0.740280028,23166.256
54871,17.55875,5,5204,0.620676403,8041.394987
54874,10.453039,2,90544,0.043194469,81051.69279
63001,0.477676,7,298199,0.026861257,401474.025
63111,2.536774,9,2805,0.577540107,3766.968
63130,0.674,2,77987,0.230820521,45754.931
63190,2.558518,1,30143,0.24596092,17968.289
63212,1.296153,3,5296,0.434101208,6317.597
63272,9.71862,10,13465,0.464909023,12387.99638
63302,3.995789,2,7772,0.494595986,8533.968
63401,0.617666,8,43159,0.061563058,29499.69456
63470,5.682549,5,41438,0.18058304,31918.618
63548,0,8,6097,0.396916516,6680.322
63594,1.04238,2,35036,0.164288161,28665.36575
63690,2.993,3,7109,0.46504431,8485.581
66001,8.293249,10,4.72E+05,0.155256356,650373.356
66045,24.367419,4,19129,0.564169585,12249.495
66075,28.63037,5,6331,0.707629127,13269.326
66088,24.777692,7,27724,0.52557351,20738.56
66170,12.347888,7,200832,0.042079947,203587.123
66318,23.488636,6,15265,0.739665902,12664.939
66383,23.506551,6,8580,0.5997669,10340.0132
66400,15.0616,9,32112,0.016504733,23418.512
66440,17.950465,8,23504,0.423970388,19807.865
66456,30.300714,8,16318,0.736977571,18069.948
66572,34.54,3,13458,0.747064943,18435.134
66594,36.174193,1,33816,0.75656494,23774.791
66682,12.587682,4,72434,0.163956153,53277.09465
66687,32.703125,4,15751,0.536664339,11691.855
68001,0.540312,4,528269,0.012137756,686352.146
68013,16.06,7,1829,0.878622198,3842.359
68020,20.084285,6,5162,0.880860132,6511.499
68051,18.679,3,8301,0.705216239,11551.859
68077,14.17,9,28873,0.192498182,18303.184
68079,2.313636,3,7166,0.634803238,10373.895
68081,8.68509,10,191704,0.095391854,430262.559
68092,20.715555,1,5075,0.781083744,11344.295
68101,6.343333,4,12204,0.892658145,14247.385
68121,22.77,3,2313,0.718547341,5484.949
68132,9.953333,6,2006,0.459621137,3279.881
68147,15.312727,7,5543,0.440014433,8833.2
68152,26.0225,5,5021,0.869149572,9350.859
68160,5.97,7,1846,0.714517876,4726.576
68162,20.491818,4,5660,0.54204947,8572.166
68167,10.3275,5,10454,0.446049359,11050.958
68169,15.093333,2,2637,0.774744027,4233.3
68176,4.228888,9,3062,0.718484651,5435.112
68179,9.93375,1,5080,0.863779528,8667.898
68190,23.856,3,45901,0.598156903,47320.43
68207,17.6275,6,5230,0.511089866,8923.003
68209,19.0875,10,2697,0.850574713,4319.093
68211,22.097272,9,3451,0.225441901,5063.694
68217,13.896666,6,7584,0.861550633,8842.617
68229,11.361666,5,11942,0.698040529,12935.471
68235,6.3625,7,20296,0.708119827,17107.124
68245,40.43909,9,1967,0.783934926,6127.757
68250,21.051428,7,5114,0.82459914,10016.769
68255,39.499,7,11646,0.517430878,11764.995
68264,12.9625,7,2480,0.813306452,6355.41
68266,14.33,5,3258,0.80325353,6471.585
68271,29.884,1,6293,0.763387891,13939.529
68276,,4,266049,0.035564877,283855.9352
68296,17.056666,1,2244,0.732174688,5645.857
68298,16.467777,7,5038,0.922985312,6241.639947
68307,7.182666,7,185314,0.103419062,167155.741
68318,5.838333,2,6345,0.652797478,7486.319
68320,17.020909,3,4682,0.674284494,9896.63481
68322,12.725,3,2120,0.747641509,4213.515
68324,19.745555,5,3620,0.799447514,6151.059
68327,10.807777,8,3804,0.498948475,12042.46048
68344,22.024166,3,2340,0.647863248,5311.851
68368,10.908,7,3107,0.722883811,8689.146
68370,48.9,1,1099,0.949954504,4987.242
68377,8.9,8,8592,0.776187151,10218.682
68385,0,4,15395,0.759337447,14676.5993
68397,6.06,4,5104,0.836598746,9232.478535
68406,6.7135,6,39398,0.512234124,31588.714
68418,9.73,6,12299,0.843320595,14983.812
68425,0,3,2336,0.876284247,5896.877
68432,6.078,5,18352,0.161453793,21490.237
68444,4.721111,8,5238,0.791905307,5973.681
68464,6.153076,4,10885,0.645291686,11241.441
68468,30.738,6,5130,0.850097466,6747.142
68498,11.0775,5,4748,0.858887953,8049.346
68500,6.250909,6,11815,0.523487093,11629.133
68502,24.429,3,5003,0.753547871,7628.079
68522,9.842727,6,3374,0.703319502,4637.949091
68524,6.821578,7,2227,0.691513247,5323.294
68533,12.75375,1,4158,0.66041366,6987.83
68547,5.453809,5,152707,0.18067934,160946.913
68549,12.041,8,5285,0.70577105,5247.391
68572,22.081111,5,12270,0.540749796,19668.385
68573,24.640833,2,7655,0.513651208,11083.097
68575,24.527894,3,31510,0.463440178,30066.56733
68615,26.523,2,26896,0.747174301,17638.922
68655,13.563636,1,18493,0.336884226,71159.94606
68669,13.18,3,8432,0.691176471,9579.36
68673,0,5,3995,0.882352941,6227.486
68679,2.104782,10,45605,0.110601908,39996.635
68682,5.68,9,2445,0.731697342,5048.775
68684,9.868571,4,4303,0.795491518,7839.956
68686,5.535454,6,2349,0.835674755,7829.899
68689,39.322727,6,34759,0.605080699,27643.801
68705,16.277,6,2122,0.809142319,4260.346
68720,66.997142,9,4288,0.85704291,6594.616
68745,0,2,7688,0.675988554,11647.545
68755,10.47075,9,30717,0.176514634,25359.967
68770,24.43,4,10212,0.820113592,13130.601
68773,39.405555,2,8324,0.951705911,9106.687
68780,27.344444,2,3264,0.788909314,6276.253
68820,3.720909,10,7129,0.921026792,7916.845
68855,13.429,1,4607,0.575862817,9694.081247
68861,4.002,10,18993,0.459906281,20327.282
68867,28.57,8,2444,0.454991817,3527.634
68872,3.862,9,5753,0.371110725,10146.532
68895,19.57875,3,8891,0.362613879,9577.141
70001,5.6333,2,279031,0.062792306,498407.8274
70110,51.102,2,9618,0.150862965,11533.2
70124,33.097812,9,12184,0.722176625,25965.939
70204,41.160606,6,5803,0.477511632,15143.585
70215,4.810793,4,62830,0.178481617,51913.435
70221,8.630588,3,13779,0.717831483,25310.93527
70230,14.737272,7,4367,0.373940921,7524.942
70233,43.18,10,10670,0.583692596,15256.984
70235,48.634666,9,20515,0.386985133,18324.92
70265,73.68625,1,17646,0.621897314,12533.105
70400,21.913157,10,11262,0.457556384,12835.63
70418,13.96125,10,19245,0.530683294,37715.095
70429,34.0856,6,33438,0.669388121,42467.557
70473,65.75,2,14583,0.539875197,24038.905
70508,19.267,1,21030,0.430099857,27625.744
70523,15.854615,7,13953,0.609402996,14163.948
70670,15.946666,10,38067,0.444768435,52093.48
70678,0.938873,8,25723,0.793647708,24437.23694
70702,46.7675,4,12557,0.480050968,19953.42947
70708,3.931666,9,57775,0.410402423,67200.278
70713,11.56375,10,50647,0.495527869,65649.162
70717,8.300833,1,16005,0.303717588,28149.51
70742,4.287692,8,34016,0.238946378,33654.62
70771,36.9825,3,22403,0.641476588,27942.096
70820,32.799782,6,33871,0.177998878,54195.878
70823,77.229,1,18895,0.711405134,29717.19677
73001,40.331722,6,558805,0.054743605,539149.777
73024,10.312857,9,4974,0.625251307,8339.653
73026,18.483333,4,8816,0.615585299,12950.527
73030,23.661666,7,6755,0.23434493,12626.777
73043,24.58375,4,18638,0.886683121,13964.467
73055,5.692258,7,11839,0.292507813,14771.6869
73067,85.834285,5,22589,0.767054761,25437.2657
73124,86.202222,7,19641,0.49106461,17484.372
73148,3.746666,7,8835,0.219241653,12915.87
73152,3.451666,6,6661,0.780663564,8320.096
73168,9.81375,1,47248,0.434558077,43386.33
73200,80.602857,5,9810,0.807135576,13901.291
73217,66.085555,9,28335,0.830033527,23276.68417
73226,72.18,6,9634,0.765102761,7769.985
73236,67.202857,1,8015,0.596880848,10112.629
73268,3.198275,8,76149,0.232504695,66172.73996
73270,22.177692,5,9211,0.821300619,15895.437
73275,7.395833,7,29199,0.138223912,21466.50192
73283,4.857804,4,30165,0.506348417,25354.915
73319,10.692,6,32113,0.479214025,28657.192
73347,2.958333,4,8008,0.744755245,8839.982
73349,3.508,6,24547,0.030431417,20432.66927
73352,17.75,1,10894,0.684321645,11566.972
73408,7.842857,6,17395,0.184363323,17138.086
73411,5.583,10,40266,0.377067501,31744.129
73443,3.436333,4,33329,0.2715353,33245.87161
73449,1.461666,9,36339,0.172514378,83247.48462
73461,9.698,10,5018,0.703866082,10978.816
73483,18.47125,6,22516,0.328299876,20028.837
73504,8.444666,10,32431,0.749560606,39651.625
73520,4.166666,10,9160,0.688973799,11902.90637
73547,18.71,1,5640,0.684219858,16493.368
73555,95.628333,1,29974,0.74494562,29344.36028
73563,46.0575,3,7701,0.578236593,13216.221
73585,1.883571,10,29412,0.393206854,43972.023
73616,13.255151,3,24459,0.808373196,24593.643
73622,76.72,3,6344,0.770176545,10950.512
73624,14.238,1,20542,0.516989582,21987.51
73671,32.205,6,14385,0.399443865,15142.07743
73675,0,7,14310,0.706079665,13808.36409
73678,9.5,6,19153,0.806557719,15316.166
73686,,5,6357,0.640711027,9576.214
73770,9.035,2,4547,0.522102485,9908.865071
73854,67.06,6,6368,0.539886935,7572.211
73861,0,7,19652,0.268878486,14089.063
73870,50.131666,8,10652,0.653586181,8928.447
73873,89.928214,2,5389,0.595472258,6839.159
76001,4.093633,2,2394925,0.015291919,2749043.212
76020,31.229111,2,21799,0.463645121,14920.343
76036,16.098571,1,17787,0.174397032,16686.72
76041,37.35653,8,19451,0.320549072,18359.20145
76054,53.984705,4,6419,0.515656644,9162.005094
76100,46.780571,8,13303,0.743892355,15178.329
76109,4.81375,3,407675,0.083296744,478276.9733
76111,29.450697,5,115026,0.139238085,144591.721
76113,10.490294,7,21124,0.43604431,26360.656
76122,13.770298,4,29732,0.177317368,22310.39765
76126,50.173571,7,15792,0.406028369,16346.776
76130,11.785732,10,82908,0.721775944,64805.625
76147,8.551323,2,132959,0.014598485,157432.2278
76233,26.909174,8,36524,0.77800898,35207.11252
76243,45.731315,1,11116,0.755757467,9216.751788
76246,48.298157,1,10047,0.720613118,8856.11056
76248,9.295368,9,57747,0.381508996,46759.4062
76250,52.752121,9,8406,0.40375922,10548.132
76275,7.262543,7,58343,0.260545395,35445.696
76306,26.316097,9,21239,0.515043081,24389.54
76318,9.578196,3,34799,0.400471278,32216.78663
76364,10.807232,8,122071,0.31818368,129448.663
76377,12.127746,10,11564,0.782255275,12183.322
76400,17.704415,3,38360,0.212799791,26669.48874
76403,15.180882,5,13167,0.283435862,12722.46139
76497,39.352653,7,15062,0.255875714,11800.71513
76520,18.66168,1,306706,0.198033296,395536.8354
76563,9.491428,8,55842,0.127054905,35114.49
76606,39.4225,1,16276,0.438621283,14942.067
76616,37.17647,3,14496,0.66611479,16902.64
76622,11.202739,6,32601,0.24008466,27021.54812
76670,12.446666,1,18380,0.599075082,24099.18309
76736,4.556818,4,44875,0.232980501,34059.25742
76823,35.440476,9,16458,0.435046786,13485.851
76828,22.757307,8,18037,0.544879969,17227.60514
76834,19.39506,10,214095,0.136369369,263797.713
76845,36.35,1,5416,0.504615953,6867.44451
76863,48.497419,1,7119,0.587722995,7866.241
76869,55.664745,7,11142,0.349667923,8765.696
76890,33.3652,10,16338,0.487574979,22459.55774
76892,24.484598,1,119932,0.121919087,263112.0969
76895,2.553076,9,45683,0.293128735,40794.30149
81001,1.029379,2,89712,0.134040039,131906.4159
81065,1.472,10,41743,0.542294516,51447.4112
81220,0.996309,9,3293,0.298208321,7941.269669
81300,1.037682,3,25745,0.479199845,24998.864
81591,1.656052,2,3837,0.252801668,7317.24537
81736,0.430519,5,47594,0.319851242,47794.538
81794,3.058125,8,53266,0.621578493,46333.524
85001,5.038773,1,142979,0.106721966,235607.362
85010,1.284333,7,39664,0.241528842,100336.9732
85015,36.126666,6,2511,0.338908801,15910.529
85125,10.488461,6,12364,0.559446781,15849.0216
85136,9.604,4,1434,0.566945607,6108.324
85139,4.525,5,11130,0.323180593,29511.806
85162,7.600416,3,15021,0.154849877,47859.059
85225,2.2575,4,8867,0.758768467,14392.19381
85230,0,5,8348,0.366794442,40943.213
85250,1.69,8,26534,0.275797091,44380.214
85263,20.944166,9,7915,0.497283639,17119.519
85279,34.7325,4,4222,0.631691142,5402.757
85300,12.713333,1,2943,0.492014951,9457.854952
85315,5.092727,9,2034,0.287610619,4523.182
85325,20.2275,1,7810,0.703072983,16382.963
85400,29.472727,7,7036,0.66827743,8846.361167
85410,1.153913,1,22726,0.329710464,94946.992
85430,37.4,8,15105,0.428268785,24502.89432
85440,0.080416,3,24078,0.138508182,27264.44167
86001,25.64,6,42882,0.182267618,43055.086
86219,20.97,7,5554,0.40421318,7528.465
86320,,3,53760,0.546521577,44560.841
86568,23.07,10,60792,0.451210686,59837.521
86569,23.07,10,14624,0.639633479,16082.165
86571,0,4,23835,0.798573526,22387.752
86573,,2,15417,0.400012973,16766.914
86749,0,8,14223,0.271039865,13080.347
86755,41.95,9,7120,0.410955056,8299.43157
86757,87.41,8,27116,0.781051778,17932.381
86760,97.9,1,10545,0.586154576,10428.86
86865,,2,52454,0.606474244,38288.356
86885,,4,21215,0.478010841,46215.23
88001,14.037132,2,71946,0.260361938,
88564,28.19,1,5155,0.556935015,51565.427
91001,9.044347,2,41639,0.365498691,41026.68768
91263,,9,4884,1,
91405,,7,3933,1,
91407,,9,5125,1,
91430,,2,1115,1,
91460,,1,1525,1,
91530,,8,2023,1,
91536,,6,1340,1,
91540,,9,8279,0.735837662,11804.789
91669,,10,2991,1,
91798,,8,4234,1,
94001,9.973828,2,19983,0.358004304,28972.487
94343,,2,4903,1,
94663,,7,2816,1,
94883,,10,2132,1,
94884,,4,4833,1,
94885,,6,374,1,
94886,,2,2582,1,
94887,,7,3253,1,
94888,,6,1247,1,
95001,0,7,65611,0.303394248,53850.158
95015,,1,8876,0.400968905,9542.092
95025,,7,23364,0.48317925,20152.905
95200,,4,14770,0.758767773,9984.158504
97001,6.029811,9,31861,0.488339977,30750.94258
97161,7.709285,1,3331,0.794055839,8211.434
97511,,7,5843,1,
97666,51.9355,8,968,0.851239669,7929.914
97777,,4,841,1,
97889,,3,1235,1,
99001,1.127076,5,1.60E+04,0.1575,24338.571
99524,15.80431,7,15886,0.439443535,19680.595
99624,26.467325,1,4076,0.34077527,5453.912
99773,61.622692,5,37740,0.811605723,42798.869
